[2026-02-15 04:20:55.441] [workload] [debug] issue,sys->id=0, tick=279876666953, node->id=5036, node->name=COMP_NODE_BCKWD_iter12_b0_ffwd_compute, node->type=4
[2026-02-15 04:20:55.443] [workload] [debug] issue,sys->id=0, tick=279876666962, node->id=5045, node->name=COMP_NODE_BCKWD_iter12_b0_attention_compute, node->type=4
[2026-02-15 04:20:55.443] [workload] [debug] callback,sys->id=2, tick=279876666962, node->id=21108, node->name=COMP_NODE_BCKWD_iter12_b0_ffwd_compute, node->type=4
[2026-02-15 04:20:55.443] [workload] [debug] issue,sys->id=2, tick=279876666962, node->id=21109, node->name=COMP_NODE_BCKWD_iter12_b0_attention_compute, node->type=4
[2026-02-15 04:20:55.443] [workload] [debug] callback,sys->id=0, tick=279876666963, node->id=5045, node->name=COMP_NODE_BCKWD_iter12_b0_attention_compute, node->type=4
[2026-02-15 04:20:55.443] [workload] [debug] callback,sys->id=2, tick=279876666963, node->id=21109, node->name=COMP_NODE_BCKWD_iter12_b0_attention_compute, node->type=4
[2026-02-15 04:20:55.443] [workload] [debug] callback,sys->id=1, tick=279882917439, node->id=13102, node->name=COMM_SEND_NODE_BCKWD_iter12_b1_dp0pp1tp0, node->type=5
[2026-02-15 04:20:55.443] [workload] [debug] issue,sys->id=1, tick=279882917439, node->id=13127, node->name=COMM_SEND_NODE_BCKWD_iter12_b2_dp0pp1tp0, node->type=5
[2026-02-15 04:20:55.443] [workload] [debug] callback,sys->id=0, tick=279882917439, node->id=5046, node->name=COMM_RECV_NODE_BCKWD_iter12_b1_dp0pp0tp0, node->type=6
[2026-02-15 04:20:55.443] [workload] [debug] issue,sys->id=0, tick=279882917439, node->id=5047, node->name=COMP_NODE_BCKWD_iter12_b1_ffwd_compute, node->type=4
[2026-02-15 04:20:55.444] [workload] [debug] issue,sys->id=0, tick=279882917439, node->id=5071, node->name=COMM_RECV_NODE_BCKWD_iter12_b2_dp0pp0tp0, node->type=6
[2026-02-15 04:20:55.444] [workload] [debug] callback,sys->id=3, tick=279882917439, node->id=29166, node->name=COMM_SEND_NODE_BCKWD_iter12_b1_dp1pp1tp0, node->type=5
[2026-02-15 04:20:55.444] [workload] [debug] issue,sys->id=3, tick=279882917439, node->id=29191, node->name=COMM_SEND_NODE_BCKWD_iter12_b2_dp1pp1tp0, node->type=5
[2026-02-15 04:20:55.444] [workload] [debug] callback,sys->id=2, tick=279882917439, node->id=21110, node->name=COMM_RECV_NODE_BCKWD_iter12_b1_dp1pp0tp0, node->type=6
[2026-02-15 04:20:55.444] [workload] [debug] issue,sys->id=2, tick=279882917439, node->id=21111, node->name=COMP_NODE_BCKWD_iter12_b1_ffwd_compute, node->type=4
[2026-02-15 04:20:55.444] [workload] [debug] issue,sys->id=2, tick=279882917439, node->id=21135, node->name=COMM_RECV_NODE_BCKWD_iter12_b2_dp1pp0tp0, node->type=6
[2026-02-15 04:20:55.444] [workload] [debug] callback,sys->id=0, tick=279882917440, node->id=5047, node->name=COMP_NODE_BCKWD_iter12_b1_ffwd_compute, node->type=4
[2026-02-15 04:20:55.444] [workload] [debug] issue,sys->id=0, tick=279882917440, node->id=5048, node->name=COMP_NODE_BCKWD_iter12_b1_attention_compute, node->type=4
[2026-02-15 04:20:55.444] [workload] [debug] callback,sys->id=2, tick=279882917440, node->id=21111, node->name=COMP_NODE_BCKWD_iter12_b1_ffwd_compute, node->type=4
[2026-02-15 04:20:55.444] [workload] [debug] issue,sys->id=2, tick=279882917440, node->id=21112, node->name=COMP_NODE_BCKWD_iter12_b1_attention_compute, node->type=4
[2026-02-15 04:20:55.444] [workload] [debug] callback,sys->id=0, tick=279882917441, node->id=5048, node->name=COMP_NODE_BCKWD_iter12_b1_attention_compute, node->type=4
[2026-02-15 04:20:55.444] [workload] [debug] issue,sys->id=0, tick=279882917441, node->id=5049, node->name=COMP_NODE_BCKWD_iter12_b1_ffwd_compute, node->type=4
[2026-02-15 04:20:55.444] [workload] [debug] callback,sys->id=2, tick=279882917441, node->id=21112, node->name=COMP_NODE_BCKWD_iter12_b1_attention_compute, node->type=4
[2026-02-15 04:20:55.444] [workload] [debug] issue,sys->id=2, tick=279882917441, node->id=21113, node->name=COMP_NODE_BCKWD_iter12_b1_ffwd_compute, node->type=4
[2026-02-15 04:20:55.444] [workload] [debug] callback,sys->id=0, tick=279882917442, node->id=5049, node->name=COMP_NODE_BCKWD_iter12_b1_ffwd_compute, node->type=4
[2026-02-15 04:20:55.444] [workload] [debug] issue,sys->id=0, tick=279882917442, node->id=5050, node->name=COMP_NODE_BCKWD_iter12_b1_attention_compute, node->type=4
[2026-02-15 04:20:55.444] [workload] [debug] callback,sys->id=2, tick=279882917442, node->id=21113, node->name=COMP_NODE_BCKWD_iter12_b1_ffwd_compute, node->type=4
[2026-02-15 04:20:55.444] [workload] [debug] issue,sys->id=2, tick=279882917442, node->id=21114, node->name=COMP_NODE_BCKWD_iter12_b1_attention_compute, node->type=4
[2026-02-15 04:20:55.444] [workload] [debug] callback,sys->id=0, tick=279882917443, node->id=5050, node->name=COMP_NODE_BCKWD_iter12_b1_attention_compute, node->type=4
[2026-02-15 04:20:55.444] [workload] [debug] issue,sys->id=0, tick=279882917443, node->id=5051, node->name=COMP_NODE_BCKWD_iter12_b1_ffwd_compute, node->type=4
[2026-02-15 04:20:55.444] [workload] [debug] callback,sys->id=2, tick=279882917443, node->id=21114, node->name=COMP_NODE_BCKWD_iter12_b1_attention_compute, node->type=4
[2026-02-15 04:20:55.444] [workload] [debug] issue,sys->id=2, tick=279882917443, node->id=21115, node->name=COMP_NODE_BCKWD_iter12_b1_ffwd_compute, node->type=4
[2026-02-15 04:20:55.444] [workload] [debug] callback,sys->id=0, tick=279882917444, node->id=5051, node->name=COMP_NODE_BCKWD_iter12_b1_ffwd_compute, node->type=4
[2026-02-15 04:20:55.444] [workload] [debug] issue,sys->id=0, tick=279882917444, node->id=5052, node->name=COMP_NODE_BCKWD_iter12_b1_attention_compute, node->type=4
[2026-02-15 04:20:55.444] [workload] [debug] callback,sys->id=2, tick=279882917444, node->id=21115, node->name=COMP_NODE_BCKWD_iter12_b1_ffwd_compute, node->type=4
[2026-02-15 04:20:55.445] [workload] [debug] issue,sys->id=2, tick=279882917444, node->id=21116, node->name=COMP_NODE_BCKWD_iter12_b1_attention_compute, node->type=4
[2026-02-15 04:20:55.445] [workload] [debug] callback,sys->id=0, tick=279882917445, node->id=5052, node->name=COMP_NODE_BCKWD_iter12_b1_attention_compute, node->type=4
[2026-02-15 04:20:55.445] [workload] [debug] issue,sys->id=0, tick=279882917445, node->id=5053, node->name=COMP_NODE_BCKWD_iter12_b1_ffwd_compute, node->type=4
[2026-02-15 04:20:55.445] [workload] [debug] callback,sys->id=2, tick=279882917445, node->id=21116, node->name=COMP_NODE_BCKWD_iter12_b1_attention_compute, node->type=4
[2026-02-15 04:20:55.445] [workload] [debug] issue,sys->id=2, tick=279882917445, node->id=21117, node->name=COMP_NODE_BCKWD_iter12_b1_ffwd_compute, node->type=4
[2026-02-15 04:20:55.445] [workload] [debug] callback,sys->id=0, tick=279882917446, node->id=5053, node->name=COMP_NODE_BCKWD_iter12_b1_ffwd_compute, node->type=4
[2026-02-15 04:20:55.445] [workload] [debug] issue,sys->id=0, tick=279882917446, node->id=5054, node->name=COMP_NODE_BCKWD_iter12_b1_attention_compute, node->type=4
[2026-02-15 04:20:55.445] [workload] [debug] callback,sys->id=2, tick=279882917446, node->id=21117, node->name=COMP_NODE_BCKWD_iter12_b1_ffwd_compute, node->type=4
[2026-02-15 04:20:55.445] [workload] [debug] issue,sys->id=2, tick=279882917446, node->id=21118, node->name=COMP_NODE_BCKWD_iter12_b1_attention_compute, node->type=4
[2026-02-15 04:20:55.445] [workload] [debug] callback,sys->id=0, tick=279882917447, node->id=5054, node->name=COMP_NODE_BCKWD_iter12_b1_attention_compute, node->type=4
[2026-02-15 04:20:55.445] [workload] [debug] issue,sys->id=0, tick=279882917447, node->id=5055, node->name=COMP_NODE_BCKWD_iter12_b1_ffwd_compute, node->type=4
[2026-02-15 04:20:55.445] [workload] [debug] callback,sys->id=2, tick=279882917447, node->id=21118, node->name=COMP_NODE_BCKWD_iter12_b1_attention_compute, node->type=4
[2026-02-15 04:20:55.445] [workload] [debug] issue,sys->id=2, tick=279882917447, node->id=21119, node->name=COMP_NODE_BCKWD_iter12_b1_ffwd_compute, node->type=4
[2026-02-15 04:20:55.445] [workload] [debug] callback,sys->id=0, tick=279882917448, node->id=5055, node->name=COMP_NODE_BCKWD_iter12_b1_ffwd_compute, node->type=4
[2026-02-15 04:20:55.445] [workload] [debug] issue,sys->id=0, tick=279882917448, node->id=5056, node->name=COMP_NODE_BCKWD_iter12_b1_attention_compute, node->type=4
[2026-02-15 04:20:55.445] [workload] [debug] callback,sys->id=2, tick=279882917448, node->id=21119, node->name=COMP_NODE_BCKWD_iter12_b1_ffwd_compute, node->type=4
[2026-02-15 04:20:55.445] [workload] [debug] issue,sys->id=2, tick=279882917448, node->id=21120, node->name=COMP_NODE_BCKWD_iter12_b1_attention_compute, node->type=4
[2026-02-15 04:20:55.445] [workload] [debug] callback,sys->id=0, tick=279882917449, node->id=5056, node->name=COMP_NODE_BCKWD_iter12_b1_attention_compute, node->type=4
[2026-02-15 04:20:55.445] [workload] [debug] issue,sys->id=0, tick=279882917449, node->id=5057, node->name=COMP_NODE_BCKWD_iter12_b1_ffwd_compute, node->type=4
[2026-02-15 04:20:55.445] [workload] [debug] callback,sys->id=2, tick=279882917449, node->id=21120, node->name=COMP_NODE_BCKWD_iter12_b1_attention_compute, node->type=4
[2026-02-15 04:20:55.445] [workload] [debug] issue,sys->id=2, tick=279882917449, node->id=21121, node->name=COMP_NODE_BCKWD_iter12_b1_ffwd_compute, node->type=4
[2026-02-15 04:20:55.445] [workload] [debug] callback,sys->id=0, tick=279882917450, node->id=5057, node->name=COMP_NODE_BCKWD_iter12_b1_ffwd_compute, node->type=4
[2026-02-15 04:20:55.445] [workload] [debug] issue,sys->id=0, tick=279882917450, node->id=5058, node->name=COMP_NODE_BCKWD_iter12_b1_attention_compute, node->type=4
[2026-02-15 04:20:55.445] [workload] [debug] callback,sys->id=2, tick=279882917450, node->id=21121, node->name=COMP_NODE_BCKWD_iter12_b1_ffwd_compute, node->type=4
[2026-02-15 04:20:55.445] [workload] [debug] issue,sys->id=2, tick=279882917450, node->id=21122, node->name=COMP_NODE_BCKWD_iter12_b1_attention_compute, node->type=4
[2026-02-15 04:20:55.446] [workload] [debug] callback,sys->id=0, tick=279882917451, node->id=5058, node->name=COMP_NODE_BCKWD_iter12_b1_attention_compute, node->type=4
[2026-02-15 04:20:55.446] [workload] [debug] issue,sys->id=0, tick=279882917451, node->id=5059, node->name=COMP_NODE_BCKWD_iter12_b1_ffwd_compute, node->type=4
[2026-02-15 04:20:55.446] [workload] [debug] callback,sys->id=2, tick=279882917451, node->id=21122, node->name=COMP_NODE_BCKWD_iter12_b1_attention_compute, node->type=4
[2026-02-15 04:20:55.446] [workload] [debug] issue,sys->id=2, tick=279882917451, node->id=21123, node->name=COMP_NODE_BCKWD_iter12_b1_ffwd_compute, node->type=4
[2026-02-15 04:20:55.446] [workload] [debug] callback,sys->id=0, tick=279882917452, node->id=5059, node->name=COMP_NODE_BCKWD_iter12_b1_ffwd_compute, node->type=4
[2026-02-15 04:20:55.446] [workload] [debug] issue,sys->id=0, tick=279882917452, node->id=5060, node->name=COMP_NODE_BCKWD_iter12_b1_attention_compute, node->type=4
[2026-02-15 04:20:55.446] [workload] [debug] callback,sys->id=2, tick=279882917452, node->id=21123, node->name=COMP_NODE_BCKWD_iter12_b1_ffwd_compute, node->type=4
[2026-02-15 04:20:55.446] [workload] [debug] issue,sys->id=2, tick=279882917452, node->id=21124, node->name=COMP_NODE_BCKWD_iter12_b1_attention_compute, node->type=4
[2026-02-15 04:20:55.446] [workload] [debug] callback,sys->id=0, tick=279882917453, node->id=5060, node->name=COMP_NODE_BCKWD_iter12_b1_attention_compute, node->type=4
[2026-02-15 04:20:55.446] [workload] [debug] issue,sys->id=0, tick=279882917453, node->id=5061, node->name=COMP_NODE_BCKWD_iter12_b1_ffwd_compute, node->type=4
[2026-02-15 04:20:55.446] [workload] [debug] callback,sys->id=2, tick=279882917453, node->id=21124, node->name=COMP_NODE_BCKWD_iter12_b1_attention_compute, node->type=4
[2026-02-15 04:20:55.446] [workload] [debug] issue,sys->id=2, tick=279882917453, node->id=21125, node->name=COMP_NODE_BCKWD_iter12_b1_ffwd_compute, node->type=4
[2026-02-15 04:20:55.446] [workload] [debug] callback,sys->id=0, tick=279882917454, node->id=5061, node->name=COMP_NODE_BCKWD_iter12_b1_ffwd_compute, node->type=4
[2026-02-15 04:20:55.446] [workload] [debug] issue,sys->id=0, tick=279882917454, node->id=5062, node->name=COMP_NODE_BCKWD_iter12_b1_attention_compute, node->type=4
[2026-02-15 04:20:55.446] [workload] [debug] callback,sys->id=2, tick=279882917454, node->id=21125, node->name=COMP_NODE_BCKWD_iter12_b1_ffwd_compute, node->type=4
[2026-02-15 04:20:55.446] [workload] [debug] issue,sys->id=2, tick=279882917454, node->id=21126, node->name=COMP_NODE_BCKWD_iter12_b1_attention_compute, node->type=4
[2026-02-15 04:20:55.446] [workload] [debug] callback,sys->id=0, tick=279882917455, node->id=5062, node->name=COMP_NODE_BCKWD_iter12_b1_attention_compute, node->type=4
[2026-02-15 04:20:55.446] [workload] [debug] issue,sys->id=0, tick=279882917455, node->id=5063, node->name=COMP_NODE_BCKWD_iter12_b1_ffwd_compute, node->type=4
[2026-02-15 04:20:55.446] [workload] [debug] callback,sys->id=2, tick=279882917455, node->id=21126, node->name=COMP_NODE_BCKWD_iter12_b1_attention_compute, node->type=4
[2026-02-15 04:20:55.446] [workload] [debug] issue,sys->id=2, tick=279882917455, node->id=21127, node->name=COMP_NODE_BCKWD_iter12_b1_ffwd_compute, node->type=4
[2026-02-15 04:20:55.446] [workload] [debug] callback,sys->id=0, tick=279882917456, node->id=5063, node->name=COMP_NODE_BCKWD_iter12_b1_ffwd_compute, node->type=4
[2026-02-15 04:20:55.446] [workload] [debug] issue,sys->id=0, tick=279882917456, node->id=5064, node->name=COMP_NODE_BCKWD_iter12_b1_attention_compute, node->type=4
[2026-02-15 04:20:55.446] [workload] [debug] callback,sys->id=2, tick=279882917456, node->id=21127, node->name=COMP_NODE_BCKWD_iter12_b1_ffwd_compute, node->type=4
[2026-02-15 04:20:55.446] [workload] [debug] issue,sys->id=2, tick=279882917456, node->id=21128, node->name=COMP_NODE_BCKWD_iter12_b1_attention_compute, node->type=4
[2026-02-15 04:20:55.446] [workload] [debug] callback,sys->id=0, tick=279882917457, node->id=5064, node->name=COMP_NODE_BCKWD_iter12_b1_attention_compute, node->type=4
[2026-02-15 04:20:55.447] [workload] [debug] issue,sys->id=0, tick=279882917457, node->id=5065, node->name=COMP_NODE_BCKWD_iter12_b1_ffwd_compute, node->type=4
[2026-02-15 04:20:55.447] [workload] [debug] callback,sys->id=2, tick=279882917457, node->id=21128, node->name=COMP_NODE_BCKWD_iter12_b1_attention_compute, node->type=4
[2026-02-15 04:20:55.447] [workload] [debug] issue,sys->id=2, tick=279882917457, node->id=21129, node->name=COMP_NODE_BCKWD_iter12_b1_ffwd_compute, node->type=4
[2026-02-15 04:20:55.447] [workload] [debug] callback,sys->id=0, tick=279882917458, node->id=5065, node->name=COMP_NODE_BCKWD_iter12_b1_ffwd_compute, node->type=4
[2026-02-15 04:20:55.447] [workload] [debug] issue,sys->id=0, tick=279882917458, node->id=5066, node->name=COMP_NODE_BCKWD_iter12_b1_attention_compute, node->type=4
[2026-02-15 04:20:55.447] [workload] [debug] callback,sys->id=2, tick=279882917458, node->id=21129, node->name=COMP_NODE_BCKWD_iter12_b1_ffwd_compute, node->type=4
[2026-02-15 04:20:55.447] [workload] [debug] issue,sys->id=2, tick=279882917458, node->id=21130, node->name=COMP_NODE_BCKWD_iter12_b1_attention_compute, node->type=4
[2026-02-15 04:20:55.447] [workload] [debug] callback,sys->id=0, tick=279882917459, node->id=5066, node->name=COMP_NODE_BCKWD_iter12_b1_attention_compute, node->type=4
[2026-02-15 04:20:55.447] [workload] [debug] issue,sys->id=0, tick=279882917459, node->id=5067, node->name=COMP_NODE_BCKWD_iter12_b1_ffwd_compute, node->type=4
[2026-02-15 04:20:55.447] [workload] [debug] callback,sys->id=2, tick=279882917459, node->id=21130, node->name=COMP_NODE_BCKWD_iter12_b1_attention_compute, node->type=4
[2026-02-15 04:20:55.447] [workload] [debug] issue,sys->id=2, tick=279882917459, node->id=21131, node->name=COMP_NODE_BCKWD_iter12_b1_ffwd_compute, node->type=4
[2026-02-15 04:20:55.447] [workload] [debug] callback,sys->id=0, tick=279882917460, node->id=5067, node->name=COMP_NODE_BCKWD_iter12_b1_ffwd_compute, node->type=4
[2026-02-15 04:20:55.447] [workload] [debug] issue,sys->id=0, tick=279882917460, node->id=5068, node->name=COMP_NODE_BCKWD_iter12_b1_attention_compute, node->type=4
[2026-02-15 04:20:55.447] [workload] [debug] callback,sys->id=2, tick=279882917460, node->id=21131, node->name=COMP_NODE_BCKWD_iter12_b1_ffwd_compute, node->type=4
[2026-02-15 04:20:55.447] [workload] [debug] issue,sys->id=2, tick=279882917460, node->id=21132, node->name=COMP_NODE_BCKWD_iter12_b1_attention_compute, node->type=4
[2026-02-15 04:20:55.447] [workload] [debug] callback,sys->id=0, tick=279882917461, node->id=5068, node->name=COMP_NODE_BCKWD_iter12_b1_attention_compute, node->type=4
[2026-02-15 04:20:55.447] [workload] [debug] issue,sys->id=0, tick=279882917461, node->id=5069, node->name=COMP_NODE_BCKWD_iter12_b1_ffwd_compute, node->type=4
[2026-02-15 04:20:55.447] [workload] [debug] callback,sys->id=2, tick=279882917461, node->id=21132, node->name=COMP_NODE_BCKWD_iter12_b1_attention_compute, node->type=4
[2026-02-15 04:20:55.447] [workload] [debug] issue,sys->id=2, tick=279882917461, node->id=21133, node->name=COMP_NODE_BCKWD_iter12_b1_ffwd_compute, node->type=4
[2026-02-15 04:20:55.447] [workload] [debug] callback,sys->id=0, tick=279882917462, node->id=5069, node->name=COMP_NODE_BCKWD_iter12_b1_ffwd_compute, node->type=4
[2026-02-15 04:20:55.447] [workload] [debug] issue,sys->id=0, tick=279882917462, node->id=5070, node->name=COMP_NODE_BCKWD_iter12_b1_attention_compute, node->type=4
[2026-02-15 04:20:55.447] [workload] [debug] callback,sys->id=2, tick=279882917462, node->id=21133, node->name=COMP_NODE_BCKWD_iter12_b1_ffwd_compute, node->type=4
[2026-02-15 04:20:55.447] [workload] [debug] issue,sys->id=2, tick=279882917462, node->id=21134, node->name=COMP_NODE_BCKWD_iter12_b1_attention_compute, node->type=4
[2026-02-15 04:20:55.447] [workload] [debug] callback,sys->id=0, tick=279882917463, node->id=5070, node->name=COMP_NODE_BCKWD_iter12_b1_attention_compute, node->type=4
[2026-02-15 04:20:55.447] [workload] [debug] callback,sys->id=2, tick=279882917463, node->id=21134, node->name=COMP_NODE_BCKWD_iter12_b1_attention_compute, node->type=4
[2026-02-15 04:20:55.448] [workload] [debug] callback,sys->id=1, tick=279889167939, node->id=13127, node->name=COMM_SEND_NODE_BCKWD_iter12_b2_dp0pp1tp0, node->type=5
[2026-02-15 04:20:55.448] [workload] [debug] issue,sys->id=1, tick=279889167939, node->id=13152, node->name=COMM_SEND_NODE_BCKWD_iter12_b3_dp0pp1tp0, node->type=5
[2026-02-15 04:20:55.448] [workload] [debug] callback,sys->id=0, tick=279889167939, node->id=5071, node->name=COMM_RECV_NODE_BCKWD_iter12_b2_dp0pp0tp0, node->type=6
[2026-02-15 04:20:55.448] [workload] [debug] issue,sys->id=0, tick=279889167939, node->id=5072, node->name=COMP_NODE_BCKWD_iter12_b2_ffwd_compute, node->type=4
[2026-02-15 04:20:55.448] [workload] [debug] issue,sys->id=0, tick=279889167939, node->id=5096, node->name=COMM_RECV_NODE_BCKWD_iter12_b3_dp0pp0tp0, node->type=6
[2026-02-15 04:20:55.448] [workload] [debug] callback,sys->id=3, tick=279889167939, node->id=29191, node->name=COMM_SEND_NODE_BCKWD_iter12_b2_dp1pp1tp0, node->type=5
[2026-02-15 04:20:55.448] [workload] [debug] issue,sys->id=3, tick=279889167939, node->id=29216, node->name=COMM_SEND_NODE_BCKWD_iter12_b3_dp1pp1tp0, node->type=5
[2026-02-15 04:20:55.448] [workload] [debug] callback,sys->id=2, tick=279889167939, node->id=21135, node->name=COMM_RECV_NODE_BCKWD_iter12_b2_dp1pp0tp0, node->type=6
[2026-02-15 04:20:55.448] [workload] [debug] issue,sys->id=2, tick=279889167939, node->id=21136, node->name=COMP_NODE_BCKWD_iter12_b2_ffwd_compute, node->type=4
[2026-02-15 04:20:55.448] [workload] [debug] issue,sys->id=2, tick=279889167939, node->id=21160, node->name=COMM_RECV_NODE_BCKWD_iter12_b3_dp1pp0tp0, node->type=6
[2026-02-15 04:20:55.448] [workload] [debug] callback,sys->id=0, tick=279889167940, node->id=5072, node->name=COMP_NODE_BCKWD_iter12_b2_ffwd_compute, node->type=4
[2026-02-15 04:20:55.448] [workload] [debug] issue,sys->id=0, tick=279889167940, node->id=5073, node->name=COMP_NODE_BCKWD_iter12_b2_attention_compute, node->type=4
[2026-02-15 04:20:55.448] [workload] [debug] callback,sys->id=2, tick=279889167940, node->id=21136, node->name=COMP_NODE_BCKWD_iter12_b2_ffwd_compute, node->type=4
