[2026-02-15 04:20:50.998] [workload] [debug] callback,sys->id=3, tick=279870119652, node->id=29287, node->name=COMP_NODE_BCKWD_iter12_b6_ffwd_compute, node->type=4
[2026-02-15 04:20:50.998] [workload] [debug] callback,sys->id=3, tick=279870119664, node->id=29300, node->name=COMP_NODE_BCKWD_iter12_b7_ffwd_compute, node->type=4
[2026-02-15 04:20:50.998] [workload] [debug] issue,sys->id=3, tick=279870119664, node->id=29301, node->name=COMP_NODE_BCKWD_iter12_b7_attention_compute, node->type=4
[2026-02-15 04:20:50.998] [workload] [debug] callback,sys->id=1, tick=279870119665, node->id=13237, node->name=COMP_NODE_BCKWD_iter12_b7_attention_compute, node->type=4
[2026-02-15 04:20:50.998] [workload] [debug] issue,sys->id=1, tick=279870119665, node->id=13238, node->name=COMP_NODE_BCKWD_iter12_b7_ffwd_compute, node->type=4
[2026-02-15 04:20:50.998] [workload] [debug] callback,sys->id=3, tick=279870119665, node->id=29301, node->name=COMP_NODE_BCKWD_iter12_b7_attention_compute, node->type=4
[2026-02-15 04:20:50.998] [workload] [debug] issue,sys->id=3, tick=279870119665, node->id=29302, node->name=COMP_NODE_BCKWD_iter12_b7_ffwd_compute, node->type=4
[2026-02-15 04:20:50.998] [workload] [debug] callback,sys->id=1, tick=279870119666, node->id=13238, node->name=COMP_NODE_BCKWD_iter12_b7_ffwd_compute, node->type=4
[2026-02-15 04:20:50.998] [workload] [debug] issue,sys->id=1, tick=279870119666, node->id=13239, node->name=COMP_NODE_BCKWD_iter12_b7_attention_compute, node->type=4
[2026-02-15 04:20:50.998] [workload] [debug] callback,sys->id=3, tick=279870119666, node->id=29302, node->name=COMP_NODE_BCKWD_iter12_b7_ffwd_compute, node->type=4
[2026-02-15 04:20:50.998] [workload] [debug] issue,sys->id=3, tick=279870119666, node->id=29303, node->name=COMP_NODE_BCKWD_iter12_b7_attention_compute, node->type=4
[2026-02-15 04:20:50.998] [workload] [debug] callback,sys->id=1, tick=279870119667, node->id=13239, node->name=COMP_NODE_BCKWD_iter12_b7_attention_compute, node->type=4
[2026-02-15 04:20:50.998] [workload] [debug] issue,sys->id=1, tick=279870119667, node->id=13240, node->name=COMP_NODE_BCKWD_iter12_b7_ffwd_compute, node->type=4
[2026-02-15 04:20:50.998] [workload] [debug] callback,sys->id=3, tick=279870119667, node->id=29303, node->name=COMP_NODE_BCKWD_iter12_b7_attention_compute, node->type=4
[2026-02-15 04:20:50.998] [workload] [debug] issue,sys->id=3, tick=279870119667, node->id=29304, node->name=COMP_NODE_BCKWD_iter12_b7_ffwd_compute, node->type=4
[2026-02-15 04:20:50.998] [workload] [debug] callback,sys->id=1, tick=279870119668, node->id=13240, node->name=COMP_NODE_BCKWD_iter12_b7_ffwd_compute, node->type=4
[2026-02-15 04:20:50.998] [workload] [debug] issue,sys->id=1, tick=279870119668, node->id=13241, node->name=COMP_NODE_BCKWD_iter12_b7_attention_compute, node->type=4
[2026-02-15 04:20:50.998] [workload] [debug] callback,sys->id=3, tick=279870119668, node->id=29304, node->name=COMP_NODE_BCKWD_iter12_b7_ffwd_compute, node->type=4
[2026-02-15 04:20:50.998] [workload] [debug] issue,sys->id=3, tick=279870119668, node->id=29305, node->name=COMP_NODE_BCKWD_iter12_b7_attention_compute, node->type=4
[2026-02-15 04:20:50.998] [workload] [debug] callback,sys->id=1, tick=279870119669, node->id=13241, node->name=COMP_NODE_BCKWD_iter12_b7_attention_compute, node->type=4
[2026-02-15 04:20:50.998] [workload] [debug] issue,sys->id=1, tick=279870119669, node->id=13242, node->name=COMP_NODE_BCKWD_iter12_b7_ffwd_compute, node->type=4
[2026-02-15 04:20:50.998] [workload] [debug] callback,sys->id=3, tick=279870119669, node->id=29305, node->name=COMP_NODE_BCKWD_iter12_b7_attention_compute, node->type=4
[2026-02-15 04:20:50.998] [workload] [debug] issue,sys->id=3, tick=279870119669, node->id=29306, node->name=COMP_NODE_BCKWD_iter12_b7_ffwd_compute, node->type=4
[2026-02-15 04:20:50.998] [workload] [debug] callback,sys->id=1, tick=279870119670, node->id=13242, node->name=COMP_NODE_BCKWD_iter12_b7_ffwd_compute, node->type=4
[2026-02-15 04:20:50.999] [workload] [debug] issue,sys->id=1, tick=279870119670, node->id=13243, node->name=COMP_NODE_BCKWD_iter12_b7_attention_compute, node->type=4
[2026-02-15 04:20:50.999] [workload] [debug] callback,sys->id=3, tick=279870119670, node->id=29306, node->name=COMP_NODE_BCKWD_iter12_b7_ffwd_compute, node->type=4
[2026-02-15 04:20:50.999] [workload] [debug] issue,sys->id=3, tick=279870119670, node->id=29307, node->name=COMP_NODE_BCKWD_iter12_b7_attention_compute, node->type=4
[2026-02-15 04:20:50.999] [workload] [debug] callback,sys->id=1, tick=279870119671, node->id=13243, node->name=COMP_NODE_BCKWD_iter12_b7_attention_compute, node->type=4
[2026-02-15 04:20:50.999] [workload] [debug] issue,sys->id=1, tick=279870119671, node->id=13244, node->name=COMP_NODE_BCKWD_iter12_b7_ffwd_compute, node->type=4
[2026-02-15 04:20:50.999] [workload] [debug] callback,sys->id=3, tick=279870119671, node->id=29307, node->name=COMP_NODE_BCKWD_iter12_b7_attention_compute, node->type=4
[2026-02-15 04:20:50.999] [workload] [debug] issue,sys->id=3, tick=279870119671, node->id=29308, node->name=COMP_NODE_BCKWD_iter12_b7_ffwd_compute, node->type=4
[2026-02-15 04:20:50.999] [workload] [debug] callback,sys->id=1, tick=279870119672, node->id=13244, node->name=COMP_NODE_BCKWD_iter12_b7_ffwd_compute, node->type=4
[2026-02-15 04:20:50.999] [workload] [debug] issue,sys->id=1, tick=279870119672, node->id=13245, node->name=COMP_NODE_BCKWD_iter12_b7_attention_compute, node->type=4
[2026-02-15 04:20:50.999] [workload] [debug] callback,sys->id=3, tick=279870119672, node->id=29308, node->name=COMP_NODE_BCKWD_iter12_b7_ffwd_compute, node->type=4
[2026-02-15 04:20:50.999] [workload] [debug] issue,sys->id=3, tick=279870119672, node->id=29309, node->name=COMP_NODE_BCKWD_iter12_b7_attention_compute, node->type=4
[2026-02-15 04:20:50.999] [workload] [debug] callback,sys->id=1, tick=279870119673, node->id=13245, node->name=COMP_NODE_BCKWD_iter12_b7_attention_compute, node->type=4
[2026-02-15 04:20:50.999] [workload] [debug] issue,sys->id=1, tick=279870119673, node->id=13246, node->name=COMP_NODE_BCKWD_iter12_b7_ffwd_compute, node->type=4
[2026-02-15 04:20:50.999] [workload] [debug] callback,sys->id=3, tick=279870119673, node->id=29309, node->name=COMP_NODE_BCKWD_iter12_b7_attention_compute, node->type=4
[2026-02-15 04:20:50.999] [workload] [debug] issue,sys->id=3, tick=279870119673, node->id=29310, node->name=COMP_NODE_BCKWD_iter12_b7_ffwd_compute, node->type=4
[2026-02-15 04:20:50.999] [workload] [debug] callback,sys->id=1, tick=279870119674, node->id=13246, node->name=COMP_NODE_BCKWD_iter12_b7_ffwd_compute, node->type=4
[2026-02-15 04:20:50.999] [workload] [debug] issue,sys->id=1, tick=279870119674, node->id=13247, node->name=COMP_NODE_BCKWD_iter12_b7_attention_compute, node->type=4
[2026-02-15 04:20:50.999] [workload] [debug] callback,sys->id=3, tick=279870119674, node->id=29310, node->name=COMP_NODE_BCKWD_iter12_b7_ffwd_compute, node->type=4
[2026-02-15 04:20:50.999] [workload] [debug] issue,sys->id=3, tick=279870119674, node->id=29311, node->name=COMP_NODE_BCKWD_iter12_b7_attention_compute, node->type=4
[2026-02-15 04:20:50.999] [workload] [debug] callback,sys->id=1, tick=279870119675, node->id=13247, node->name=COMP_NODE_BCKWD_iter12_b7_attention_compute, node->type=4
[2026-02-15 04:20:50.999] [workload] [debug] issue,sys->id=1, tick=279870119675, node->id=13248, node->name=COMP_NODE_BCKWD_iter12_b7_ffwd_compute, node->type=4
[2026-02-15 04:20:50.999] [workload] [debug] callback,sys->id=3, tick=279870119675, node->id=29311, node->name=COMP_NODE_BCKWD_iter12_b7_attention_compute, node->type=4
[2026-02-15 04:20:50.999] [workload] [debug] issue,sys->id=3, tick=279870119675, node->id=29312, node->name=COMP_NODE_BCKWD_iter12_b7_ffwd_compute, node->type=4
[2026-02-15 04:20:50.999] [workload] [debug] callback,sys->id=1, tick=279870119676, node->id=13248, node->name=COMP_NODE_BCKWD_iter12_b7_ffwd_compute, node->type=4
[2026-02-15 04:20:50.999] [workload] [debug] issue,sys->id=1, tick=279870119676, node->id=13249, node->name=COMP_NODE_BCKWD_iter12_b7_attention_compute, node->type=4
[2026-02-15 04:20:50.999] [workload] [debug] callback,sys->id=3, tick=279870119676, node->id=29312, node->name=COMP_NODE_BCKWD_iter12_b7_ffwd_compute, node->type=4
[2026-02-15 04:20:50.999] [workload] [debug] issue,sys->id=3, tick=279870119676, node->id=29313, node->name=COMP_NODE_BCKWD_iter12_b7_attention_compute, node->type=4
[2026-02-15 04:20:50.999] [workload] [debug] callback,sys->id=1, tick=279870119677, node->id=13249, node->name=COMP_NODE_BCKWD_iter12_b7_attention_compute, node->type=4
[2026-02-15 04:20:50.999] [workload] [debug] issue,sys->id=1, tick=279870119677, node->id=13250, node->name=COMP_NODE_BCKWD_iter12_b7_ffwd_compute, node->type=4
[2026-02-15 04:20:50.999] [workload] [debug] callback,sys->id=3, tick=279870119677, node->id=29313, node->name=COMP_NODE_BCKWD_iter12_b7_attention_compute, node->type=4
[2026-02-15 04:20:50.999] [workload] [debug] issue,sys->id=3, tick=279870119677, node->id=29314, node->name=COMP_NODE_BCKWD_iter12_b7_ffwd_compute, node->type=4
[2026-02-15 04:20:50.999] [workload] [debug] callback,sys->id=1, tick=279870119678, node->id=13250, node->name=COMP_NODE_BCKWD_iter12_b7_ffwd_compute, node->type=4
[2026-02-15 04:20:50.999] [workload] [debug] issue,sys->id=1, tick=279870119678, node->id=13251, node->name=COMP_NODE_BCKWD_iter12_b7_attention_compute, node->type=4
[2026-02-15 04:20:50.999] [workload] [debug] callback,sys->id=3, tick=279870119678, node->id=29314, node->name=COMP_NODE_BCKWD_iter12_b7_ffwd_compute, node->type=4
[2026-02-15 04:20:50.999] [workload] [debug] issue,sys->id=3, tick=279870119678, node->id=29315, node->name=COMP_NODE_BCKWD_iter12_b7_attention_compute, node->type=4
[2026-02-15 04:20:50.999] [workload] [debug] callback,sys->id=1, tick=279870119679, node->id=13251, node->name=COMP_NODE_BCKWD_iter12_b7_attention_compute, node->type=4
[2026-02-15 04:20:50.999] [workload] [debug] callback,sys->id=3, tick=279870119679, node->id=29315, node->name=COMP_NODE_BCKWD_iter12_b7_attention_compute, node->type=4
[2026-02-15 04:20:50.999] [workload] [debug] callback,sys->id=1, tick=279876370011, node->id=13077, node->name=COMM_SEND_NODE_BCKWD_iter12_b0_dp0pp1tp0, node->type=5
[2026-02-15 04:20:50.999] [workload] [debug] issue,sys->id=1, tick=279876370011, node->id=13102, node->name=COMM_SEND_NODE_BCKWD_iter12_b1_dp0pp1tp0, node->type=5
[2026-02-15 04:20:50.999] [workload] [debug] callback,sys->id=0, tick=279876370011, node->id=5021, node->name=COMM_RECV_NODE_BCKWD_iter12_b0_dp0pp0tp0, node->type=6
[2026-02-15 04:20:50.999] [workload] [debug] issue,sys->id=0, tick=279876370011, node->id=5022, node->name=COMP_NODE_BCKWD_iter12_b0_ffwd_compute, node->type=4
[2026-02-15 04:20:50.999] [workload] [debug] issue,sys->id=0, tick=279876370011, node->id=5046, node->name=COMM_RECV_NODE_BCKWD_iter12_b1_dp0pp0tp0, node->type=6
[2026-02-15 04:20:50.999] [workload] [debug] callback,sys->id=3, tick=279876370011, node->id=29141, node->name=COMM_SEND_NODE_BCKWD_iter12_b0_dp1pp1tp0, node->type=5
[2026-02-15 04:20:50.999] [workload] [debug] issue,sys->id=3, tick=279876370011, node->id=29166, node->name=COMM_SEND_NODE_BCKWD_iter12_b1_dp1pp1tp0, node->type=5
[2026-02-15 04:20:50.999] [workload] [debug] callback,sys->id=2, tick=279876370011, node->id=21085, node->name=COMM_RECV_NODE_BCKWD_iter12_b0_dp1pp0tp0, node->type=6
[2026-02-15 04:20:50.999] [workload] [debug] issue,sys->id=2, tick=279876370011, node->id=21086, node->name=COMP_NODE_BCKWD_iter12_b0_ffwd_compute, node->type=4
[2026-02-15 04:20:50.999] [workload] [debug] issue,sys->id=2, tick=279876370011, node->id=21110, node->name=COMM_RECV_NODE_BCKWD_iter12_b1_dp1pp0tp0, node->type=6
[2026-02-15 04:20:50.999] [workload] [debug] callback,sys->id=0, tick=279876370012, node->id=5022, node->name=COMP_NODE_BCKWD_iter12_b0_ffwd_compute, node->type=4
[2026-02-15 04:20:50.999] [workload] [debug] issue,sys->id=0, tick=279876370012, node->id=5023, node->name=COMP_NODE_BCKWD_iter12_b0_attention_compute, node->type=4
[2026-02-15 04:20:51.000] [workload] [debug] callback,sys->id=2, tick=279876370012, node->id=21086, node->name=COMP_NODE_BCKWD_iter12_b0_ffwd_compute, node->type=4
[2026-02-15 04:20:51.000] [workload] [debug] issue,sys->id=2, tick=279876370012, node->id=21087, node->name=COMP_NODE_BCKWD_iter12_b0_attention_compute, node->type=4
[2026-02-15 04:20:51.000] [workload] [debug] callback,sys->id=0, tick=279876370013, node->id=5023, node->name=COMP_NODE_BCKWD_iter12_b0_attention_compute, node->type=4
[2026-02-15 04:20:51.000] [workload] [debug] issue,sys->id=0, tick=279876370013, node->id=5024, node->name=COMP_NODE_BCKWD_iter12_b0_ffwd_compute, node->type=4
[2026-02-15 04:20:51.000] [workload] [debug] callback,sys->id=2, tick=279876370013, node->id=21087, node->name=COMP_NODE_BCKWD_iter12_b0_attention_compute, node->type=4
[2026-02-15 04:20:51.000] [workload] [debug] issue,sys->id=2, tick=279876370013, node->id=21088, node->name=COMP_NODE_BCKWD_iter12_b0_ffwd_compute, node->type=4
[2026-02-15 04:20:51.000] [workload] [debug] callback,sys->id=0, tick=279876370014, node->id=5024, node->name=COMP_NODE_BCKWD_iter12_b0_ffwd_compute, node->type=4
[2026-02-15 04:20:51.000] [workload] [debug] issue,sys->id=0, tick=279876370014, node->id=5025, node->name=COMP_NODE_BCKWD_iter12_b0_attention_compute, node->type=4
[2026-02-15 04:20:51.000] [workload] [debug] callback,sys->id=2, tick=279876370014, node->id=21088, node->name=COMP_NODE_BCKWD_iter12_b0_ffwd_compute, node->type=4
[2026-02-15 04:20:51.000] [workload] [debug] issue,sys->id=2, tick=279876370014, node->id=21089, node->name=COMP_NODE_BCKWD_iter12_b0_attention_compute, node->type=4
[2026-02-15 04:20:51.000] [workload] [debug] callback,sys->id=0, tick=279876370015, node->id=5025, node->name=COMP_NODE_BCKWD_iter12_b0_attention_compute, node->type=4
[2026-02-15 04:20:51.000] [workload] [debug] issue,sys->id=0, tick=279876370015, node->id=5026, node->name=COMP_NODE_BCKWD_iter12_b0_ffwd_compute, node->type=4
[2026-02-15 04:20:51.000] [workload] [debug] callback,sys->id=2, tick=279876370015, node->id=21089, node->name=COMP_NODE_BCKWD_iter12_b0_attention_compute, node->type=4
[2026-02-15 04:20:51.000] [workload] [debug] issue,sys->id=2, tick=279876370015, node->id=21090, node->name=COMP_NODE_BCKWD_iter12_b0_ffwd_compute, node->type=4
[2026-02-15 04:20:51.000] [workload] [debug] callback,sys->id=0, tick=279876370016, node->id=5026, node->name=COMP_NODE_BCKWD_iter12_b0_ffwd_compute, node->type=4
[2026-02-15 04:20:51.000] [workload] [debug] issue,sys->id=0, tick=279876370016, node->id=5027, node->name=COMP_NODE_BCKWD_iter12_b0_attention_compute, node->type=4
[2026-02-15 04:20:51.000] [workload] [debug] callback,sys->id=2, tick=279876370016, node->id=21090, node->name=COMP_NODE_BCKWD_iter12_b0_ffwd_compute, node->type=4
[2026-02-15 04:20:51.000] [workload] [debug] issue,sys->id=2, tick=279876370016, node->id=21091, node->name=COMP_NODE_BCKWD_iter12_b0_attention_compute, node->type=4
[2026-02-15 04:20:51.000] [workload] [debug] callback,sys->id=0, tick=279876370017, node->id=5027, node->name=COMP_NODE_BCKWD_iter12_b0_attention_compute, node->type=4
[2026-02-15 04:20:51.000] [workload] [debug] issue,sys->id=0, tick=279876370017, node->id=5028, node->name=COMP_NODE_BCKWD_iter12_b0_ffwd_compute, node->type=4
[2026-02-15 04:20:51.000] [workload] [debug] callback,sys->id=2, tick=279876370017, node->id=21091, node->name=COMP_NODE_BCKWD_iter12_b0_attention_compute, node->type=4
[2026-02-15 04:20:51.000] [workload] [debug] issue,sys->id=2, tick=279876370017, node->id=21092, node->name=COMP_NODE_BCKWD_iter12_b0_ffwd_compute, node->type=4
[2026-02-15 04:20:51.000] [workload] [debug] callback,sys->id=0, tick=279876370018, node->id=5028, node->name=COMP_NODE_BCKWD_iter12_b0_ffwd_compute, node->type=4
[2026-02-15 04:20:51.000] [workload] [debug] issue,sys->id=0, tick=279876370018, node->id=5029, node->name=COMP_NODE_BCKWD_iter12_b0_attention_compute, node->type=4
[2026-02-15 04:20:51.000] [workload] [debug] callback,sys->id=2, tick=279876370018, node->id=21092, node->name=COMP_NODE_BCKWD_iter12_b0_ffwd_compute, node->type=4
[2026-02-15 04:20:51.000] [workload] [debug] issue,sys->id=2, tick=279876370018, node->id=21093, node->name=COMP_NODE_BCKWD_iter12_b0_attention_compute, node->type=4
[2026-02-15 04:20:51.000] [workload] [debug] callback,sys->id=0, tick=279876370019, node->id=5029, node->name=COMP_NODE_BCKWD_iter12_b0_attention_compute, node->type=4
[2026-02-15 04:20:51.000] [workload] [debug] issue,sys->id=0, tick=279876370019, node->id=5030, node->name=COMP_NODE_BCKWD_iter12_b0_ffwd_compute, node->type=4
[2026-02-15 04:20:51.000] [workload] [debug] callback,sys->id=2, tick=279876370019, node->id=21093, node->name=COMP_NODE_BCKWD_iter12_b0_attention_compute, node->type=4
[2026-02-15 04:20:51.000] [workload] [debug] issue,sys->id=2, tick=279876370019, node->id=21094, node->name=COMP_NODE_BCKWD_iter12_b0_ffwd_compute, node->type=4
[2026-02-15 04:20:51.000] [workload] [debug] callback,sys->id=0, tick=279876370020, node->id=5030, node->name=COMP_NODE_BCKWD_iter12_b0_ffwd_compute, node->type=4
[2026-02-15 04:20:51.000] [workload] [debug] issue,sys->id=0, tick=279876370020, node->id=5031, node->name=COMP_NODE_BCKWD_iter12_b0_attention_compute, node->type=4
[2026-02-15 04:20:51.000] [workload] [debug] callback,sys->id=2, tick=279876370020, node->id=21094, node->name=COMP_NODE_BCKWD_iter12_b0_ffwd_compute, node->type=4
[2026-02-15 04:20:51.000] [workload] [debug] issue,sys->id=2, tick=279876370020, node->id=21095, node->name=COMP_NODE_BCKWD_iter12_b0_attention_compute, node->type=4
[2026-02-15 04:20:51.000] [workload] [debug] callback,sys->id=0, tick=279876370021, node->id=5031, node->name=COMP_NODE_BCKWD_iter12_b0_attention_compute, node->type=4
[2026-02-15 04:20:51.000] [workload] [debug] issue,sys->id=0, tick=279876370021, node->id=5032, node->name=COMP_NODE_BCKWD_iter12_b0_ffwd_compute, node->type=4
[2026-02-15 04:20:51.000] [workload] [debug] callback,sys->id=2, tick=279876370021, node->id=21095, node->name=COMP_NODE_BCKWD_iter12_b0_attention_compute, node->type=4
[2026-02-15 04:20:51.000] [workload] [debug] issue,sys->id=2, tick=279876370021, node->id=21096, node->name=COMP_NODE_BCKWD_iter12_b0_ffwd_compute, node->type=4
[2026-02-15 04:20:51.000] [workload] [debug] callback,sys->id=0, tick=279876370022, node->id=5032, node->name=COMP_NODE_BCKWD_iter12_b0_ffwd_compute, node->type=4
