[2026-02-15 04:20:27.488] [workload] [debug] issue,sys->id=1, tick=262842738538, node->id=13048, node->name=COMP_NODE_FWD_iter12_b7_ffwd_compute, node->type=4
[2026-02-15 04:20:27.490] [workload] [debug] issue,sys->id=1, tick=262842738551, node->id=13061, node->name=COMP_NODE_BCKWD_iter12_b0_ffwd_compute, node->type=4
[2026-02-15 04:20:27.490] [workload] [debug] callback,sys->id=3, tick=262842738551, node->id=29124, node->name=COMP_NODE_BCKWD_iter12_b0_attention_compute, node->type=4
[2026-02-15 04:20:27.490] [workload] [debug] issue,sys->id=3, tick=262842738551, node->id=29125, node->name=COMP_NODE_BCKWD_iter12_b0_ffwd_compute, node->type=4
[2026-02-15 04:20:27.490] [workload] [debug] callback,sys->id=1, tick=262842738552, node->id=13061, node->name=COMP_NODE_BCKWD_iter12_b0_ffwd_compute, node->type=4
[2026-02-15 04:20:27.490] [workload] [debug] issue,sys->id=1, tick=262842738552, node->id=13062, node->name=COMP_NODE_BCKWD_iter12_b0_attention_compute, node->type=4
[2026-02-15 04:20:27.490] [workload] [debug] callback,sys->id=3, tick=262842738552, node->id=29125, node->name=COMP_NODE_BCKWD_iter12_b0_ffwd_compute, node->type=4
[2026-02-15 04:20:27.490] [workload] [debug] issue,sys->id=3, tick=262842738552, node->id=29126, node->name=COMP_NODE_BCKWD_iter12_b0_attention_compute, node->type=4
[2026-02-15 04:20:27.490] [workload] [debug] callback,sys->id=1, tick=262842738553, node->id=13062, node->name=COMP_NODE_BCKWD_iter12_b0_attention_compute, node->type=4
[2026-02-15 04:20:27.490] [workload] [debug] issue,sys->id=1, tick=262842738553, node->id=13063, node->name=COMP_NODE_BCKWD_iter12_b0_ffwd_compute, node->type=4
[2026-02-15 04:20:27.490] [workload] [debug] callback,sys->id=3, tick=262842738553, node->id=29126, node->name=COMP_NODE_BCKWD_iter12_b0_attention_compute, node->type=4
[2026-02-15 04:20:27.490] [workload] [debug] issue,sys->id=3, tick=262842738553, node->id=29127, node->name=COMP_NODE_BCKWD_iter12_b0_ffwd_compute, node->type=4
[2026-02-15 04:20:27.490] [workload] [debug] callback,sys->id=1, tick=262842738554, node->id=13063, node->name=COMP_NODE_BCKWD_iter12_b0_ffwd_compute, node->type=4
[2026-02-15 04:20:27.490] [workload] [debug] issue,sys->id=1, tick=262842738554, node->id=13064, node->name=COMP_NODE_BCKWD_iter12_b0_attention_compute, node->type=4
[2026-02-15 04:20:27.490] [workload] [debug] callback,sys->id=3, tick=262842738554, node->id=29127, node->name=COMP_NODE_BCKWD_iter12_b0_ffwd_compute, node->type=4
[2026-02-15 04:20:27.490] [workload] [debug] issue,sys->id=3, tick=262842738554, node->id=29128, node->name=COMP_NODE_BCKWD_iter12_b0_attention_compute, node->type=4
[2026-02-15 04:20:27.490] [workload] [debug] callback,sys->id=1, tick=262842738555, node->id=13064, node->name=COMP_NODE_BCKWD_iter12_b0_attention_compute, node->type=4
[2026-02-15 04:20:27.490] [workload] [debug] issue,sys->id=1, tick=262842738555, node->id=13065, node->name=COMP_NODE_BCKWD_iter12_b0_ffwd_compute, node->type=4
[2026-02-15 04:20:27.491] [workload] [debug] callback,sys->id=3, tick=262842738555, node->id=29128, node->name=COMP_NODE_BCKWD_iter12_b0_attention_compute, node->type=4
[2026-02-15 04:20:27.491] [workload] [debug] issue,sys->id=3, tick=262842738555, node->id=29129, node->name=COMP_NODE_BCKWD_iter12_b0_ffwd_compute, node->type=4
[2026-02-15 04:20:27.491] [workload] [debug] callback,sys->id=1, tick=262842738556, node->id=13065, node->name=COMP_NODE_BCKWD_iter12_b0_ffwd_compute, node->type=4
[2026-02-15 04:20:27.491] [workload] [debug] issue,sys->id=1, tick=262842738556, node->id=13066, node->name=COMP_NODE_BCKWD_iter12_b0_attention_compute, node->type=4
[2026-02-15 04:20:27.491] [workload] [debug] callback,sys->id=3, tick=262842738556, node->id=29129, node->name=COMP_NODE_BCKWD_iter12_b0_ffwd_compute, node->type=4
[2026-02-15 04:20:27.491] [workload] [debug] issue,sys->id=3, tick=262842738556, node->id=29130, node->name=COMP_NODE_BCKWD_iter12_b0_attention_compute, node->type=4
[2026-02-15 04:20:27.491] [workload] [debug] callback,sys->id=1, tick=262842738557, node->id=13066, node->name=COMP_NODE_BCKWD_iter12_b0_attention_compute, node->type=4
[2026-02-15 04:20:27.491] [workload] [debug] issue,sys->id=1, tick=262842738557, node->id=13067, node->name=COMP_NODE_BCKWD_iter12_b0_ffwd_compute, node->type=4
[2026-02-15 04:20:27.491] [workload] [debug] callback,sys->id=3, tick=262842738557, node->id=29130, node->name=COMP_NODE_BCKWD_iter12_b0_attention_compute, node->type=4
[2026-02-15 04:20:27.491] [workload] [debug] issue,sys->id=3, tick=262842738557, node->id=29131, node->name=COMP_NODE_BCKWD_iter12_b0_ffwd_compute, node->type=4
[2026-02-15 04:20:27.491] [workload] [debug] callback,sys->id=1, tick=262842738558, node->id=13067, node->name=COMP_NODE_BCKWD_iter12_b0_ffwd_compute, node->type=4
[2026-02-15 04:20:27.491] [workload] [debug] issue,sys->id=1, tick=262842738558, node->id=13068, node->name=COMP_NODE_BCKWD_iter12_b0_attention_compute, node->type=4
[2026-02-15 04:20:27.491] [workload] [debug] callback,sys->id=3, tick=262842738558, node->id=29131, node->name=COMP_NODE_BCKWD_iter12_b0_ffwd_compute, node->type=4
[2026-02-15 04:20:27.491] [workload] [debug] issue,sys->id=3, tick=262842738558, node->id=29132, node->name=COMP_NODE_BCKWD_iter12_b0_attention_compute, node->type=4
[2026-02-15 04:20:27.491] [workload] [debug] callback,sys->id=1, tick=262842738559, node->id=13068, node->name=COMP_NODE_BCKWD_iter12_b0_attention_compute, node->type=4
[2026-02-15 04:20:27.491] [workload] [debug] issue,sys->id=1, tick=262842738559, node->id=13069, node->name=COMP_NODE_BCKWD_iter12_b0_ffwd_compute, node->type=4
[2026-02-15 04:20:27.491] [workload] [debug] callback,sys->id=3, tick=262842738559, node->id=29132, node->name=COMP_NODE_BCKWD_iter12_b0_attention_compute, node->type=4
[2026-02-15 04:20:27.491] [workload] [debug] issue,sys->id=3, tick=262842738559, node->id=29133, node->name=COMP_NODE_BCKWD_iter12_b0_ffwd_compute, node->type=4
[2026-02-15 04:20:27.491] [workload] [debug] callback,sys->id=1, tick=262842738560, node->id=13069, node->name=COMP_NODE_BCKWD_iter12_b0_ffwd_compute, node->type=4
[2026-02-15 04:20:27.491] [workload] [debug] issue,sys->id=1, tick=262842738560, node->id=13070, node->name=COMP_NODE_BCKWD_iter12_b0_attention_compute, node->type=4
[2026-02-15 04:20:27.491] [workload] [debug] callback,sys->id=3, tick=262842738560, node->id=29133, node->name=COMP_NODE_BCKWD_iter12_b0_ffwd_compute, node->type=4
[2026-02-15 04:20:27.491] [workload] [debug] issue,sys->id=3, tick=262842738560, node->id=29134, node->name=COMP_NODE_BCKWD_iter12_b0_attention_compute, node->type=4
[2026-02-15 04:20:27.491] [workload] [debug] callback,sys->id=1, tick=262842738561, node->id=13070, node->name=COMP_NODE_BCKWD_iter12_b0_attention_compute, node->type=4
[2026-02-15 04:20:27.491] [workload] [debug] issue,sys->id=1, tick=262842738561, node->id=13071, node->name=COMP_NODE_BCKWD_iter12_b0_ffwd_compute, node->type=4
[2026-02-15 04:20:27.491] [workload] [debug] callback,sys->id=3, tick=262842738561, node->id=29134, node->name=COMP_NODE_BCKWD_iter12_b0_attention_compute, node->type=4
[2026-02-15 04:20:27.492] [workload] [debug] issue,sys->id=3, tick=262842738561, node->id=29135, node->name=COMP_NODE_BCKWD_iter12_b0_ffwd_compute, node->type=4
[2026-02-15 04:20:27.492] [workload] [debug] callback,sys->id=1, tick=262842738562, node->id=13071, node->name=COMP_NODE_BCKWD_iter12_b0_ffwd_compute, node->type=4
[2026-02-15 04:20:27.492] [workload] [debug] issue,sys->id=1, tick=262842738562, node->id=13072, node->name=COMP_NODE_BCKWD_iter12_b0_attention_compute, node->type=4
[2026-02-15 04:20:27.492] [workload] [debug] callback,sys->id=3, tick=262842738562, node->id=29135, node->name=COMP_NODE_BCKWD_iter12_b0_ffwd_compute, node->type=4
[2026-02-15 04:20:27.492] [workload] [debug] issue,sys->id=3, tick=262842738562, node->id=29136, node->name=COMP_NODE_BCKWD_iter12_b0_attention_compute, node->type=4
[2026-02-15 04:20:27.492] [workload] [debug] callback,sys->id=1, tick=262842738563, node->id=13072, node->name=COMP_NODE_BCKWD_iter12_b0_attention_compute, node->type=4
[2026-02-15 04:20:27.492] [workload] [debug] issue,sys->id=1, tick=262842738563, node->id=13073, node->name=COMP_NODE_BCKWD_iter12_b0_ffwd_compute, node->type=4
[2026-02-15 04:20:27.492] [workload] [debug] callback,sys->id=3, tick=262842738563, node->id=29136, node->name=COMP_NODE_BCKWD_iter12_b0_attention_compute, node->type=4
[2026-02-15 04:20:27.492] [workload] [debug] issue,sys->id=3, tick=262842738563, node->id=29137, node->name=COMP_NODE_BCKWD_iter12_b0_ffwd_compute, node->type=4
[2026-02-15 04:20:27.492] [workload] [debug] callback,sys->id=1, tick=262842738564, node->id=13073, node->name=COMP_NODE_BCKWD_iter12_b0_ffwd_compute, node->type=4
[2026-02-15 04:20:27.492] [workload] [debug] issue,sys->id=1, tick=262842738564, node->id=13074, node->name=COMP_NODE_BCKWD_iter12_b0_attention_compute, node->type=4
[2026-02-15 04:20:27.492] [workload] [debug] callback,sys->id=3, tick=262842738564, node->id=29137, node->name=COMP_NODE_BCKWD_iter12_b0_ffwd_compute, node->type=4
[2026-02-15 04:20:27.492] [workload] [debug] issue,sys->id=3, tick=262842738564, node->id=29138, node->name=COMP_NODE_BCKWD_iter12_b0_attention_compute, node->type=4
[2026-02-15 04:20:27.492] [workload] [debug] callback,sys->id=1, tick=262842738565, node->id=13074, node->name=COMP_NODE_BCKWD_iter12_b0_attention_compute, node->type=4
[2026-02-15 04:20:27.492] [workload] [debug] issue,sys->id=1, tick=262842738565, node->id=13075, node->name=COMP_NODE_BCKWD_iter12_b0_ffwd_compute, node->type=4
[2026-02-15 04:20:27.492] [workload] [debug] callback,sys->id=3, tick=262842738565, node->id=29138, node->name=COMP_NODE_BCKWD_iter12_b0_attention_compute, node->type=4
[2026-02-15 04:20:27.492] [workload] [debug] issue,sys->id=3, tick=262842738565, node->id=29139, node->name=COMP_NODE_BCKWD_iter12_b0_ffwd_compute, node->type=4
[2026-02-15 04:20:27.492] [workload] [debug] callback,sys->id=1, tick=262842738566, node->id=13075, node->name=COMP_NODE_BCKWD_iter12_b0_ffwd_compute, node->type=4
[2026-02-15 04:20:27.492] [workload] [debug] issue,sys->id=1, tick=262842738566, node->id=13076, node->name=COMP_NODE_BCKWD_iter12_b0_attention_compute, node->type=4
[2026-02-15 04:20:27.492] [workload] [debug] callback,sys->id=3, tick=262842738566, node->id=29139, node->name=COMP_NODE_BCKWD_iter12_b0_ffwd_compute, node->type=4
[2026-02-15 04:20:27.492] [workload] [debug] issue,sys->id=3, tick=262842738566, node->id=29140, node->name=COMP_NODE_BCKWD_iter12_b0_attention_compute, node->type=4
[2026-02-15 04:20:27.492] [workload] [debug] callback,sys->id=1, tick=262842738567, node->id=13076, node->name=COMP_NODE_BCKWD_iter12_b0_attention_compute, node->type=4
[2026-02-15 04:20:27.492] [workload] [debug] issue,sys->id=1, tick=262842738567, node->id=13077, node->name=COMM_SEND_NODE_BCKWD_iter12_b0_dp0pp1tp0, node->type=5
[2026-02-15 04:20:27.492] [workload] [debug] issue,sys->id=1, tick=262842738567, node->id=13078, node->name=COMP_NODE_BCKWD_iter12_b1_ffwd_compute, node->type=4
[2026-02-15 04:20:27.492] [workload] [debug] callback,sys->id=3, tick=262842738567, node->id=29140, node->name=COMP_NODE_BCKWD_iter12_b0_attention_compute, node->type=4
[2026-02-15 04:20:27.493] [workload] [debug] issue,sys->id=3, tick=262842738567, node->id=29141, node->name=COMM_SEND_NODE_BCKWD_iter12_b0_dp1pp1tp0, node->type=5
[2026-02-15 04:20:27.493] [workload] [debug] issue,sys->id=3, tick=262842738567, node->id=29142, node->name=COMP_NODE_BCKWD_iter12_b1_ffwd_compute, node->type=4
[2026-02-15 04:20:27.493] [workload] [debug] callback,sys->id=1, tick=262842738568, node->id=13078, node->name=COMP_NODE_BCKWD_iter12_b1_ffwd_compute, node->type=4
[2026-02-15 04:20:27.493] [workload] [debug] issue,sys->id=1, tick=262842738568, node->id=13079, node->name=COMP_NODE_BCKWD_iter12_b1_attention_compute, node->type=4
[2026-02-15 04:20:27.493] [workload] [debug] callback,sys->id=3, tick=262842738568, node->id=29142, node->name=COMP_NODE_BCKWD_iter12_b1_ffwd_compute, node->type=4
[2026-02-15 04:20:27.493] [workload] [debug] issue,sys->id=3, tick=262842738568, node->id=29143, node->name=COMP_NODE_BCKWD_iter12_b1_attention_compute, node->type=4
[2026-02-15 04:20:27.493] [workload] [debug] callback,sys->id=1, tick=262842738569, node->id=13079, node->name=COMP_NODE_BCKWD_iter12_b1_attention_compute, node->type=4
[2026-02-15 04:20:27.493] [workload] [debug] issue,sys->id=1, tick=262842738569, node->id=13080, node->name=COMP_NODE_BCKWD_iter12_b1_ffwd_compute, node->type=4
[2026-02-15 04:20:27.493] [workload] [debug] callback,sys->id=3, tick=262842738569, node->id=29143, node->name=COMP_NODE_BCKWD_iter12_b1_attention_compute, node->type=4
[2026-02-15 04:20:27.493] [workload] [debug] issue,sys->id=3, tick=262842738569, node->id=29144, node->name=COMP_NODE_BCKWD_iter12_b1_ffwd_compute, node->type=4
[2026-02-15 04:20:27.493] [workload] [debug] callback,sys->id=1, tick=262842738570, node->id=13080, node->name=COMP_NODE_BCKWD_iter12_b1_ffwd_compute, node->type=4
[2026-02-15 04:20:27.493] [workload] [debug] issue,sys->id=1, tick=262842738570, node->id=13081, node->name=COMP_NODE_BCKWD_iter12_b1_attention_compute, node->type=4
[2026-02-15 04:20:27.493] [workload] [debug] callback,sys->id=3, tick=262842738570, node->id=29144, node->name=COMP_NODE_BCKWD_iter12_b1_ffwd_compute, node->type=4
[2026-02-15 04:20:27.493] [workload] [debug] issue,sys->id=3, tick=262842738570, node->id=29145, node->name=COMP_NODE_BCKWD_iter12_b1_attention_compute, node->type=4
[2026-02-15 04:20:27.493] [workload] [debug] callback,sys->id=1, tick=262842738571, node->id=13081, node->name=COMP_NODE_BCKWD_iter12_b1_attention_compute, node->type=4
[2026-02-15 04:20:27.493] [workload] [debug] issue,sys->id=1, tick=262842738571, node->id=13082, node->name=COMP_NODE_BCKWD_iter12_b1_ffwd_compute, node->type=4
[2026-02-15 04:20:27.493] [workload] [debug] callback,sys->id=3, tick=262842738571, node->id=29145, node->name=COMP_NODE_BCKWD_iter12_b1_attention_compute, node->type=4
[2026-02-15 04:20:27.493] [workload] [debug] issue,sys->id=3, tick=262842738571, node->id=29146, node->name=COMP_NODE_BCKWD_iter12_b1_ffwd_compute, node->type=4
[2026-02-15 04:20:27.493] [workload] [debug] callback,sys->id=1, tick=262842738572, node->id=13082, node->name=COMP_NODE_BCKWD_iter12_b1_ffwd_compute, node->type=4
[2026-02-15 04:20:27.493] [workload] [debug] issue,sys->id=1, tick=262842738572, node->id=13083, node->name=COMP_NODE_BCKWD_iter12_b1_attention_compute, node->type=4
[2026-02-15 04:20:27.493] [workload] [debug] callback,sys->id=3, tick=262842738572, node->id=29146, node->name=COMP_NODE_BCKWD_iter12_b1_ffwd_compute, node->type=4
[2026-02-15 04:20:27.493] [workload] [debug] issue,sys->id=3, tick=262842738572, node->id=29147, node->name=COMP_NODE_BCKWD_iter12_b1_attention_compute, node->type=4
[2026-02-15 04:20:27.493] [workload] [debug] callback,sys->id=1, tick=262842738573, node->id=13083, node->name=COMP_NODE_BCKWD_iter12_b1_attention_compute, node->type=4
[2026-02-15 04:20:27.493] [workload] [debug] issue,sys->id=1, tick=262842738573, node->id=13084, node->name=COMP_NODE_BCKWD_iter12_b1_ffwd_compute, node->type=4
[2026-02-15 04:20:27.493] [workload] [debug] callback,sys->id=3, tick=262842738573, node->id=29147, node->name=COMP_NODE_BCKWD_iter12_b1_attention_compute, node->type=4
[2026-02-15 04:20:27.493] [workload] [debug] issue,sys->id=3, tick=262842738573, node->id=29148, node->name=COMP_NODE_BCKWD_iter12_b1_ffwd_compute, node->type=4
[2026-02-15 04:20:27.493] [workload] [debug] callback,sys->id=1, tick=262842738574, node->id=13084, node->name=COMP_NODE_BCKWD_iter12_b1_ffwd_compute, node->type=4
[2026-02-15 04:20:27.493] [workload] [debug] issue,sys->id=1, tick=262842738574, node->id=13085, node->name=COMP_NODE_BCKWD_iter12_b1_attention_compute, node->type=4
[2026-02-15 04:20:27.493] [workload] [debug] callback,sys->id=3, tick=262842738574, node->id=29148, node->name=COMP_NODE_BCKWD_iter12_b1_ffwd_compute, node->type=4
[2026-02-15 04:20:27.493] [workload] [debug] issue,sys->id=3, tick=262842738574, node->id=29149, node->name=COMP_NODE_BCKWD_iter12_b1_attention_compute, node->type=4
[2026-02-15 04:20:27.493] [workload] [debug] callback,sys->id=1, tick=262842738575, node->id=13085, node->name=COMP_NODE_BCKWD_iter12_b1_attention_compute, node->type=4
[2026-02-15 04:20:27.493] [workload] [debug] issue,sys->id=1, tick=262842738575, node->id=13086, node->name=COMP_NODE_BCKWD_iter12_b1_ffwd_compute, node->type=4
[2026-02-15 04:20:27.493] [workload] [debug] callback,sys->id=3, tick=262842738575, node->id=29149, node->name=COMP_NODE_BCKWD_iter12_b1_attention_compute, node->type=4
[2026-02-15 04:20:27.493] [workload] [debug] issue,sys->id=3, tick=262842738575, node->id=29150, node->name=COMP_NODE_BCKWD_iter12_b1_ffwd_compute, node->type=4
[2026-02-15 04:20:27.493] [workload] [debug] callback,sys->id=1, tick=262842738576, node->id=13086, node->name=COMP_NODE_BCKWD_iter12_b1_ffwd_compute, node->type=4
[2026-02-15 04:20:27.493] [workload] [debug] issue,sys->id=1, tick=262842738576, node->id=13087, node->name=COMP_NODE_BCKWD_iter12_b1_attention_compute, node->type=4
[2026-02-15 04:20:27.493] [workload] [debug] callback,sys->id=3, tick=262842738576, node->id=29150, node->name=COMP_NODE_BCKWD_iter12_b1_ffwd_compute, node->type=4
[2026-02-15 04:20:27.493] [workload] [debug] issue,sys->id=3, tick=262842738576, node->id=29151, node->name=COMP_NODE_BCKWD_iter12_b1_attention_compute, node->type=4
[2026-02-15 04:20:27.493] [workload] [debug] callback,sys->id=1, tick=262842738577, node->id=13087, node->name=COMP_NODE_BCKWD_iter12_b1_attention_compute, node->type=4
[2026-02-15 04:20:27.493] [workload] [debug] issue,sys->id=1, tick=262842738577, node->id=13088, node->name=COMP_NODE_BCKWD_iter12_b1_ffwd_compute, node->type=4
[2026-02-15 04:20:27.493] [workload] [debug] callback,sys->id=3, tick=262842738577, node->id=29151, node->name=COMP_NODE_BCKWD_iter12_b1_attention_compute, node->type=4
